Bald,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair,Smiling,Bangs,Heavy_Makeup,Wearing_Earrings,Wearing_Lipstick,Attractive,Young
059316.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
059317.jpg,0,1,0,0,0,0,0,1,0,0,1,0,0,1
059318.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
059319.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,0
059320.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059322.jpg,0,0,0,0,0,0,0,0,1,1,1,1,0,1
059323.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1
059325.jpg,0,0,0,1,0,1,0,0,0,0,0,1,1,1
059327.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
059328.jpg,0,0,1,0,0,0,0,1,1,0,0,1,1,0
059329.jpg,0,0,0,1,0,0,1,1,0,1,1,0,0,1
059330.jpg,0,0,0,0,0,0,1,1,0,1,1,1,0,0
059331.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
059332.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
059333.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,1
059335.jpg,0,0,0,1,0,1,0,1,0,0,0,0,0,1
059338.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,1
059342.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059343.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059344.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
059345.jpg,0,0,0,1,0,0,1,1,1,1,1,1,0,0
059346.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,0
059349.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1
059351.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
059356.jpg,0,0,1,0,0,0,1,0,0,0,0,1,0,1
059357.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059358.jpg,0,0,0,0,0,1,0,1,1,0,0,1,1,1
059359.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
059360.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059364.jpg,0,0,0,1,0,1,0,1,0,1,0,1,1,1
059365.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
059366.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059367.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1
059369.jpg,0,0,0,1,0,0,1,1,1,1,1,1,1,1
059371.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059373.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
059375.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059377.jpg,0,0,0,1,0,0,0,1,1,1,0,1,1,0
059378.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059379.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059380.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,1
059382.jpg,0,0,0,0,0,0,0,1,1,1,0,1,1,1
059383.jpg,0,0,0,0,0,0,1,0,0,1,0,0,1,1
059386.jpg,0,0,0,0,0,0,0,1,1,1,1,1,1,1
059387.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059389.jpg,0,1,0,1,0,1,0,0,0,1,0,1,1,1
059390.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
059391.jpg,0,0,0,0,0,1,0,0,0,0,1,0,0,1
059393.jpg,0,0,1,0,0,0,1,0,0,0,0,1,1,1
059394.jpg,0,1,0,0,0,0,1,1,1,1,0,1,1,1
059395.jpg,0,0,1,0,0,0,0,1,1,1,1,1,0,1
059396.jpg,0,0,1,0,0,0,0,0,0,1,1,1,1,1
059397.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1
059401.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
059402.jpg,0,0,0,0,0,0,1,1,1,0,1,1,0,0
059403.jpg,0,1,0,0,0,0,1,0,0,0,0,1,0,1
059406.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,1
059408.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
059409.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059411.jpg,0,0,0,1,0,0,1,1,1,0,1,1,0,0
059413.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
059414.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
059417.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1
059419.jpg,0,1,0,0,0,0,0,1,0,1,1,1,0,1
059421.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1
059423.jpg,0,1,0,0,0,0,1,0,0,0,0,1,0,1
059424.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059425.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,0
059426.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,0
059428.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
059429.jpg,0,1,0,0,0,0,1,0,1,1,0,1,1,1
059430.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
059431.jpg,0,0,0,0,0,0,0,0,1,1,1,1,0,1
059432.jpg,0,0,0,1,0,0,0,0,0,0,0,1,1,1
059435.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059439.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059440.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059443.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
059444.jpg,0,1,0,0,0,0,1,1,1,0,0,0,1,1
059446.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
059447.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
059449.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
059451.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059452.jpg,0,0,1,0,0,0,1,1,0,0,0,1,1,1
059454.jpg,0,0,1,0,0,0,1,1,0,1,0,1,0,0
059455.jpg,0,0,0,1,0,0,0,0,0,1,1,1,1,1
059457.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1
059458.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
059459.jpg,0,0,0,1,0,0,1,0,0,1,0,0,0,1
059460.jpg,0,0,0,1,0,0,1,1,0,0,0,1,1,1
059461.jpg,0,1,0,0,0,0,0,0,1,1,0,1,0,1
059463.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
059468.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
059469.jpg,0,0,1,0,0,1,0,1,0,1,0,1,0,1
059471.jpg,0,1,0,0,0,0,0,1,1,1,1,1,1,1
059472.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
059476.jpg,0,0,1,0,0,0,0,1,0,1,1,1,0,0
059479.jpg,0,0,1,0,0,0,1,1,0,0,1,1,0,0
059483.jpg,0,0,0,1,0,1,0,0,1,1,0,1,1,1
059485.jpg,0,0,0,1,0,0,1,0,0,0,0,1,0,1
059486.jpg,0,0,0,1,0,0,1,1,1,1,1,1,0,0
059490.jpg,0,0,0,0,0,1,0,0,0,0,1,0,1,1
059492.jpg,0,1,0,0,0,1,0,1,1,1,0,1,1,1
059493.jpg,0,1,0,0,0,1,0,1,1,1,0,1,1,1
059500.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
059502.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
059506.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
059507.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059511.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
059512.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,1
059514.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,0
059516.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
059517.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059518.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
059519.jpg,0,0,0,0,0,0,1,0,1,1,1,1,1,0
059520.jpg,0,0,0,0,0,0,1,1,1,0,1,1,0,0
059522.jpg,0,1,0,0,0,1,0,1,0,0,0,1,0,1
059523.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,1
059524.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059527.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0
059529.jpg,0,1,0,0,0,0,1,1,0,1,1,1,0,0
059530.jpg,0,1,0,0,0,0,0,0,1,0,0,1,1,1
059532.jpg,0,0,0,0,0,0,1,0,0,0,0,1,1,1
059533.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059535.jpg,0,0,0,1,0,1,0,1,0,1,0,1,1,1
059537.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
059538.jpg,0,0,1,0,0,0,1,0,0,0,0,1,1,1
059539.jpg,0,0,1,0,0,0,0,1,0,0,1,0,1,1
059540.jpg,0,0,0,1,0,0,1,1,0,1,1,0,0,1
059541.jpg,0,0,0,1,0,0,0,0,0,1,1,1,1,1
059547.jpg,0,0,1,0,0,0,1,1,1,0,0,1,0,0
059548.jpg,0,0,0,0,0,0,1,1,0,1,1,1,0,0
059549.jpg,0,0,1,0,0,1,0,1,0,0,0,1,1,1
059550.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
059551.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1
059553.jpg,0,0,1,0,0,1,0,1,1,1,0,1,1,1
059555.jpg,0,0,1,0,0,0,1,1,1,1,0,1,1,0
059556.jpg,0,0,0,1,0,0,1,0,0,0,1,1,1,1
059557.jpg,0,0,1,0,0,0,0,1,0,0,0,1,1,0
059558.jpg,0,1,0,0,0,0,1,1,1,1,1,1,1,1
059559.jpg,0,0,0,0,0,0,1,1,0,0,1,1,0,1
059560.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1
059561.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,1
059563.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,0
059565.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059566.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059567.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1
059568.jpg,0,1,0,0,0,0,0,0,1,1,0,1,1,1
059572.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059573.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
059575.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
059576.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
059577.jpg,0,0,1,0,0,0,1,0,0,0,0,1,0,1
059578.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
059581.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
059583.jpg,0,0,0,0,0,0,1,1,0,0,0,1,1,1
059584.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059586.jpg,0,0,0,0,0,0,1,1,1,0,1,0,0,0
059589.jpg,0,0,1,0,0,0,1,1,1,1,0,1,1,1
059590.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
059591.jpg,0,1,0,0,0,0,0,0,0,0,1,1,0,1
059593.jpg,0,0,1,0,0,0,1,0,1,1,0,1,1,1
059594.jpg,0,0,1,0,0,1,0,0,0,1,1,1,1,1
059596.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059597.jpg,0,0,1,0,0,0,1,1,0,0,1,1,1,1
059598.jpg,0,0,0,1,0,1,0,0,0,1,0,1,1,1
059599.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059601.jpg,0,1,0,0,0,1,0,1,0,1,0,1,0,1
059603.jpg,0,0,0,0,0,0,0,0,1,1,0,1,1,1
059605.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
059606.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0
059607.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
059609.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059610.jpg,0,0,1,0,0,0,0,1,1,0,0,1,0,0
059612.jpg,0,0,0,0,1,1,0,1,1,1,0,1,1,1
059616.jpg,0,0,0,1,0,0,1,0,1,1,0,1,1,1
059617.jpg,0,0,0,0,0,0,1,1,1,1,1,1,0,0
059618.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059619.jpg,0,0,0,1,0,1,0,1,0,0,0,0,1,1
059620.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059624.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059625.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1
059626.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059627.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,0
059631.jpg,0,1,0,1,0,0,1,1,0,1,1,1,1,1
059634.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1
059635.jpg,0,0,0,1,0,1,0,1,0,1,0,1,1,1
059636.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059637.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
059638.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,1
059639.jpg,0,0,1,0,0,0,0,1,1,1,0,1,1,1
059641.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
059642.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059643.jpg,0,0,0,1,0,0,1,0,0,0,0,1,0,1
059645.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
059648.jpg,0,0,1,0,0,1,0,0,0,0,1,1,1,1
059650.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059651.jpg,0,1,0,1,0,0,1,0,0,1,1,1,1,1
059653.jpg,0,0,0,0,0,0,1,1,0,0,1,0,0,0
059654.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059655.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059658.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059659.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059660.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059662.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
059664.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
059666.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
059667.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059668.jpg,0,0,0,1,0,0,1,0,1,0,0,0,0,1
059669.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059670.jpg,0,1,0,1,0,0,1,0,0,1,0,1,1,1
059672.jpg,0,0,1,0,0,1,0,0,1,1,0,1,1,1
059673.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,1
059674.jpg,0,0,0,1,0,0,1,1,1,1,0,1,1,0
059675.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059676.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
059678.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
059679.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059681.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
059682.jpg,0,1,0,0,0,1,0,1,0,1,0,1,0,1
059685.jpg,0,0,1,0,0,1,0,0,1,1,0,1,1,1
059687.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059689.jpg,0,0,0,1,0,0,1,0,1,0,0,1,1,1
059690.jpg,0,0,0,0,0,1,0,1,1,0,0,1,1,1
059692.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
059693.jpg,0,1,0,0,0,0,0,1,0,0,0,1,1,1
059694.jpg,0,1,0,1,0,0,1,1,0,1,0,1,1,1
059695.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
059697.jpg,0,1,0,0,0,0,0,0,0,1,1,1,1,1
059698.jpg,0,0,1,0,0,1,0,1,0,0,0,1,0,1
059699.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059700.jpg,0,0,0,1,0,0,0,1,0,0,1,0,1,1
059702.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
059703.jpg,0,0,1,1,0,1,0,1,1,1,1,1,1,1
059704.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,0
059705.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059706.jpg,0,0,1,0,0,1,0,0,0,1,1,1,1,1
059709.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,1
059712.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
059714.jpg,0,0,0,0,0,1,0,0,0,0,1,0,0,0
059715.jpg,0,0,1,0,0,0,0,0,1,0,1,1,0,0
059717.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,0
059718.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0
059719.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,1
059721.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
059722.jpg,0,0,1,0,0,0,0,0,0,1,0,1,0,1
059724.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,1
059725.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
059726.jpg,0,0,0,1,0,0,0,0,0,1,1,1,0,1
059727.jpg,0,0,0,0,0,0,1,1,1,1,0,1,1,1
059729.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
059730.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
059731.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
059735.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059738.jpg,0,1,0,0,0,0,0,1,1,0,1,1,0,1
059740.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059742.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059743.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059744.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059745.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1
059746.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059747.jpg,0,0,0,0,0,0,1,0,1,1,1,1,0,1
059748.jpg,0,0,0,1,0,1,0,0,0,0,0,0,1,1
059750.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
059751.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
059753.jpg,0,0,1,0,0,0,1,1,1,1,1,1,1,0
059755.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
059758.jpg,0,0,1,0,0,0,1,1,1,1,1,1,1,0
059763.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059765.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
059766.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
059767.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,1
059769.jpg,0,1,0,0,0,0,1,0,1,0,1,1,0,1
059772.jpg,0,1,0,0,0,0,1,1,1,1,0,1,1,1
059776.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1
059779.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,0
059781.jpg,0,0,0,1,0,0,1,1,1,1,0,1,0,1
059783.jpg,0,0,0,0,0,0,0,1,1,1,0,1,1,1
059784.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,1
059785.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
059787.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
059788.jpg,0,0,1,0,0,1,1,1,0,1,0,1,1,1
059789.jpg,0,0,0,0,0,1,0,1,0,1,1,1,1,1
059792.jpg,0,0,0,1,0,0,0,0,1,0,0,1,1,1
059795.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
059796.jpg,0,0,0,1,0,0,0,1,1,0,0,0,1,1
059797.jpg,0,0,0,1,0,0,1,0,0,1,0,0,0,1
059799.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
059801.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
059803.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,1
059804.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059805.jpg,0,0,1,0,0,0,1,1,0,0,0,0,0,0
059806.jpg,0,0,1,0,0,0,0,1,0,0,1,0,1,1
059807.jpg,0,0,0,0,0,0,0,0,1,1,0,1,1,1
059810.jpg,0,0,0,1,0,0,0,1,1,1,1,1,1,1
059811.jpg,0,1,0,0,0,1,0,0,1,0,0,1,1,1
059814.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
059815.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
059816.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,1
059817.jpg,0,0,0,1,0,0,0,1,0,1,0,0,1,1
059818.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,1
059819.jpg,0,1,0,0,0,0,1,1,1,1,1,1,0,1
059822.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1
059823.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,0
059825.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059826.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
059828.jpg,0,0,0,1,0,0,0,1,1,1,0,1,1,1
059829.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
059831.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
059833.jpg,0,0,0,1,0,0,0,0,0,1,1,1,1,1
059836.jpg,0,0,0,1,0,0,1,0,0,1,1,1,1,1
059837.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
059839.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
059841.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
059842.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
059843.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
059844.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
059845.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1
059849.jpg,0,1,0,0,0,0,1,0,0,0,0,1,1,1
059850.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
059852.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1
059853.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059854.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059855.jpg,0,0,0,1,0,1,0,0,0,0,0,0,1,1
059857.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,1
059858.jpg,0,0,1,0,0,0,0,1,0,0,1,1,1,1
059859.jpg,0,1,0,0,0,0,0,0,0,0,1,1,1,1
059860.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1
059862.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,1
059863.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,1
059864.jpg,0,1,0,0,0,0,0,0,0,1,1,1,1,1
059866.jpg,0,1,0,0,0,0,0,1,1,1,1,1,0,0
059868.jpg,0,1,0,0,0,1,0,1,1,1,1,1,1,1
059869.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
059870.jpg,0,0,1,0,0,0,0,1,0,0,1,1,1,1
059871.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,1
059874.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059875.jpg,0,0,1,0,0,0,0,0,1,0,0,0,1,1
059877.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
059878.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
059879.jpg,0,0,0,1,0,0,1,0,1,0,1,1,1,1
059880.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
059882.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
059883.jpg,0,0,0,1,0,0,1,1,1,1,0,1,1,1
059884.jpg,0,1,0,0,0,1,0,0,1,1,0,1,1,1
059885.jpg,0,0,0,1,0,0,1,1,1,1,1,1,0,0
059888.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
059889.jpg,0,0,1,0,0,1,0,0,0,1,1,1,1,1
059891.jpg,0,0,1,1,0,0,1,0,0,0,0,1,1,1
059892.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1
059893.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,1
059894.jpg,0,0,0,0,0,1,0,1,0,1,0,1,0,1
059896.jpg,0,0,0,1,0,0,1,1,1,1,0,1,1,1
059897.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059900.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059904.jpg,0,0,0,0,0,0,1,1,1,0,1,0,0,1
059906.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0
059909.jpg,0,1,0,0,0,1,0,1,0,1,1,1,0,1
059910.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1
059913.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1
059914.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
059919.jpg,0,0,1,0,0,0,0,0,0,1,1,1,0,1
059920.jpg,0,1,0,0,0,0,0,1,1,0,1,1,0,1
059921.jpg,0,0,0,0,0,0,1,0,0,1,1,1,0,1
059922.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
059923.jpg,0,0,0,1,0,0,0,0,0,0,0,1,1,1
059925.jpg,0,1,0,0,0,1,0,1,0,0,0,1,0,1
059926.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
059927.jpg,0,0,1,1,0,0,1,1,0,1,0,1,1,1
059929.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
059930.jpg,0,0,0,0,0,0,0,1,1,1,1,1,1,1
059931.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
059932.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
059933.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,1
059934.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059937.jpg,0,0,0,0,0,0,1,1,0,0,1,1,0,0
059941.jpg,0,0,0,1,0,0,0,1,1,1,0,1,1,1
059942.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
059943.jpg,0,0,1,0,0,0,1,0,0,1,1,1,0,1
059945.jpg,0,0,1,0,0,1,0,0,1,1,0,1,1,1
059946.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
059947.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
059951.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,1
059952.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,1
059954.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
059956.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
059958.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
059959.jpg,0,1,0,0,0,0,1,1,1,1,1,1,1,1
059962.jpg,0,0,1,0,0,1,0,0,0,1,0,1,1,1
059964.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
059966.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
059967.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,1
059969.jpg,0,0,0,1,0,0,1,1,0,1,1,1,0,0
059970.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,0
059972.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
059978.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
059979.jpg,0,0,0,0,0,0,1,1,0,0,0,0,1,1
