rating,title,release_date,genres,age,gender,occupation
5,Sliver (1993),1993-01-01,Thriller,20,Male,student
3,Down by Law (1986),1986-01-01,"Comedy,Drama",60,Male,retired
2,Waterworld (1995),1995-01-01,"Action,Adventure",32,Male,entertainment
2,Full Metal Jacket (1987),1987-01-01,"Action,Drama,War",28,Female,other
5,Clueless (1995),1995-01-01,Comedy,25,Female,other
3,George of the Jungle (1997),1997-01-01,"Children,Comedy",17,Female,student
3,"Ghost and the Darkness, The (1996)",1996-10-11,"Action,Adventure",40,Female,librarian
4,"Fifth Element, The (1997)",1997-05-09,"Action,Sci-Fi",26,Male,student
5,Grosse Pointe Blank (1997),1997-04-11,"Comedy,Crime",20,Female,student
3,Blue Sky (1994),1994-01-01,"Drama,Romance",35,Male,student
4,Face/Off (1997),1997-06-27,"Action,Sci-Fi,Thriller",18,Male,student
5,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",43,Male,artist
3,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",38,Male,administrator
5,Aladdin (1992),1992-01-01,"Animation,Children,Comedy,Musical",47,Male,educator
1,"Ciao, Professore! (1993)",1993-01-01,Drama,33,Male,programmer
4,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",52,Male,writer
3,Blue in the Face (1995),1995-01-01,Comedy,19,Male,student
2,"Santa Clause, The (1994)",1994-01-01,"Children,Comedy",51,Female,educator
4,Snow White and the Seven Dwarfs (1937),1937-01-01,"Animation,Children,Musical",50,Male,programmer
2,Jane Eyre (1996),1996-04-05,"Drama,Romance",50,Male,programmer
3,"Sting, The (1973)",1973-01-01,"Comedy,Crime",38,Male,programmer
3,"Piano, The (1993)",1993-01-01,"Drama,Romance",43,Male,librarian
1,Great Expectations (1998),1998-01-01,"Drama,Romance",32,Male,librarian
3,Tales from the Crypt Presents: Bordello of Blood (1996),1996-07-19,Horror,42,Male,scientist
5,Apocalypse Now (1979),1979-01-01,"Drama,War",26,Female,librarian
4,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,"Drama,Romance",51,Male,other
4,Bullets Over Broadway (1994),1994-01-01,Comedy,23,Male,programmer
5,One Flew Over the Cuckoo's Nest (1975),1975-01-01,Drama,32,Male,technician
4,Kids (1995),1995-01-01,Drama,52,Male,educator
4,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,29,Male,executive
2,Firestorm (1998),1998-01-09,"Action,Adventure,Thriller",27,Male,programmer
4,Better Off Dead... (1985),1985-01-01,Comedy,29,Male,programmer
3,Ben-Hur (1959),1959-01-01,"Action,Adventure,Drama",36,Male,engineer
4,Four Weddings and a Funeral (1994),1994-01-01,"Comedy,Romance",29,Male,other
3,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",27,Female,other
3,Diva (1981),1981-01-01,"Action,Drama,Mystery,Romance,Thriller",32,Male,artist
5,Top Gun (1986),1986-01-01,"Action,Romance",20,Male,student
4,Jean de Florette (1986),1986-01-01,Drama,45,Female,educator
4,Casino (1995),1995-01-01,Drama,40,Female,writer
3,Mr. Wonderful (1993),1993-01-01,"Comedy,Romance",29,Male,other
5,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",34,Male,other
4,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,19,Male,student
3,Outbreak (1995),1995-01-01,"Action,Drama,Thriller",20,Male,student
4,Bad Boys (1995),1995-01-01,Action,57,Male,administrator
3,Scream (1996),1996-12-20,"Horror,Thriller",53,Male,educator
4,In & Out (1997),1997-09-19,Comedy,26,Male,writer
4,Platoon (1986),1986-01-01,"Drama,War",24,Male,engineer
2,Dumbo (1941),1941-01-01,"Animation,Children,Musical",20,Male,student
3,Like Water For Chocolate (Como agua para chocolate) (1992),1992-01-01,"Drama,Romance",24,Male,technician
4,Miller's Crossing (1990),1990-01-01,Drama,31,Female,librarian
3,One Fine Day (1996),1996-11-30,"Drama,Romance",28,Male,administrator
3,True Lies (1994),1994-01-01,"Action,Adventure,Comedy,Romance",24,Female,other
5,Casablanca (1942),1942-01-01,"Drama,Romance,War",44,Female,writer
4,Absolute Power (1997),1997-02-14,"Mystery,Thriller",29,Male,engineer
4,"Lost World: Jurassic Park, The (1997)",1997-05-23,"Action,Adventure,Sci-Fi,Thriller",43,Male,librarian
1,Maximum Risk (1996),1996-09-13,"Action,Adventure,Thriller",26,Male,executive
5,Cinema Paradiso (1988),1988-01-01,"Comedy,Drama,Romance",60,Male,educator
5,"Third Man, The (1949)",1949-01-01,"Mystery,Thriller",21,Male,administrator
4,Glory (1989),1989-01-01,"Action,Drama,War",43,Male,librarian
3,"Truth About Cats & Dogs, The (1996)",1996-04-26,"Comedy,Romance",30,Male,administrator
5,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",33,Male,librarian
2,Bean (1997),1997-01-01,Comedy,24,Male,engineer
4,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,52,Male,educator
5,Scream (1996),1996-12-20,"Horror,Thriller",24,Male,student
4,Sabrina (1995),1995-01-01,"Comedy,Romance",38,Male,engineer
4,Father of the Bride (1950),1950-01-01,Comedy,27,Male,programmer
5,"Edge, The (1997)",1997-09-26,"Adventure,Thriller",55,Male,other
1,Robin Hood: Prince of Thieves (1991),1991-01-01,Drama,22,Female,healthcare
4,Vertigo (1958),1958-01-01,"Mystery,Thriller",48,Female,artist
3,Weekend at Bernie's (1989),1989-01-01,Comedy,21,Male,student
4,Tomorrow Never Dies (1997),1997-01-01,"Action,Romance,Thriller",26,Male,other
5,Clear and Present Danger (1994),1994-01-01,"Action,Adventure,Thriller",31,Male,entertainment
2,Shine (1996),1996-11-22,"Drama,Romance",57,Male,other
5,Spawn (1997),1997-08-01,"Action,Adventure,Sci-Fi,Thriller",19,Female,student
4,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",49,Female,educator
4,Reality Bites (1994),1994-01-01,"Comedy,Drama",29,Male,other
4,Jurassic Park (1993),1993-01-01,"Action,Adventure,Sci-Fi",22,Male,engineer
3,"Three Musketeers, The (1993)",1993-01-01,"Action,Adventure,Comedy",33,Female,other
3,Bram Stoker's Dracula (1992),1992-01-01,"Horror,Romance",27,Female,other
5,"Graduate, The (1967)",1967-01-01,"Drama,Romance",39,Male,scientist
3,Bananas (1971),1971-01-01,"Comedy,War",22,Male,student
3,Sgt. Bilko (1996),1996-03-29,Comedy,28,Female,other
4,Multiplicity (1996),1996-07-12,Comedy,20,Male,student
5,Phenomenon (1996),1996-06-29,"Drama,Romance",31,Male,educator
3,Wild Things (1998),1998-03-14,"Crime,Drama,Mystery,Thriller",38,Female,programmer
4,Sling Blade (1996),1996-11-22,"Drama,Thriller",27,Male,marketing
5,Nikita (La Femme Nikita) (1990),1990-01-01,Thriller,25,Male,programmer
5,Star Maps (1997),1997-01-01,Drama,51,Male,doctor
3,Supercop (1992),1996-07-26,"Action,Thriller",24,Male,engineer
4,Scream 2 (1997),1997-01-01,"Horror,Thriller",31,Male,other
2,"Net, The (1995)",1995-01-01,"Sci-Fi,Thriller",24,Male,engineer
3,Father of the Bride (1950),1950-01-01,Comedy,57,Male,administrator
1,Vegas Vacation (1997),1997-02-14,Comedy,36,Male,writer
4,Seven Years in Tibet (1997),1997-01-01,"Drama,War",39,Female,administrator
1,Barcelona (1994),1994-01-01,"Comedy,Romance",22,Female,healthcare
3,"Omen, The (1976)",1976-01-01,Horror,20,Female,student
1,The Innocent (1994),1994-01-01,"Drama,Romance",22,Female,healthcare
5,Ulee's Gold (1997),1997-01-01,Drama,51,Male,doctor
3,"Postino, Il (1994)",1994-01-01,"Drama,Romance",49,Female,writer
2,"Time to Kill, A (1996)",1996-07-13,Drama,47,Male,technician
4,Lone Star (1996),1996-06-21,"Drama,Mystery",25,Female,other
4,Casablanca (1942),1942-01-01,"Drama,Romance,War",56,Male,educator
4,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,40,Male,programmer
4,"Madness of King George, The (1994)",1994-01-01,Drama,49,Male,educator
4,Desperate Measures (1998),1998-01-30,"Crime,Drama,Thriller",20,Male,student
3,Jurassic Park (1993),1993-01-01,"Action,Adventure,Sci-Fi",37,Male,librarian
3,Mary Poppins (1964),1964-01-01,"Children,Comedy,Musical",40,Female,writer
4,"Doors, The (1991)",1991-01-01,"Drama,Musical",40,Female,writer
3,Exotica (1994),1994-01-01,Drama,36,Male,engineer
5,Duck Soup (1933),1933-01-01,"Comedy,War",41,Male,marketing
3,Mulholland Falls (1996),1996-04-26,"Crime,Film-Noir,Thriller",53,Male,programmer
4,Clerks (1994),1994-01-01,Comedy,33,Male,scientist
1,Henry V (1989),1989-01-01,"Drama,War",39,Male,artist
3,Star Trek V: The Final Frontier (1989),1989-01-01,"Action,Adventure,Sci-Fi",31,Male,entertainment
3,Contact (1997),1997-07-11,"Drama,Sci-Fi",37,Female,librarian
5,Bananas (1971),1971-01-01,"Comedy,War",47,Male,administrator
2,Jack (1996),1996-08-07,"Comedy,Drama",41,Male,marketing
4,"Lost World: Jurassic Park, The (1997)",1997-05-23,"Action,Adventure,Sci-Fi,Thriller",22,Male,student
3,Kingpin (1996),1996-07-12,Comedy,25,Female,other
3,Wag the Dog (1997),1998-01-09,"Comedy,Drama",23,Male,student
4,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",26,Male,entertainment
4,Sleepless in Seattle (1993),1993-01-01,"Comedy,Romance",46,Male,programmer
4,G.I. Jane (1997),1997-01-01,"Action,Drama,War",57,Male,other
4,Bram Stoker's Dracula (1992),1992-01-01,"Horror,Romance",20,Male,student
2,Miami Rhapsody (1995),1995-01-01,Comedy,40,Male,other
4,National Lampoon's Senior Trip (1995),1995-01-01,Comedy,33,Male,programmer
5,Washington Square (1997),1997-01-01,Drama,40,Female,artist
4,"Piano, The (1993)",1993-01-01,"Drama,Romance",22,Male,student
5,Starship Troopers (1997),1997-01-01,"Action,Adventure,Sci-Fi,War",22,Male,student
5,Air Force One (1997),1997-01-01,"Action,Thriller",32,Male,programmer
4,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",24,Male,writer
3,Sabrina (1995),1995-01-01,"Comedy,Romance",48,Male,educator
5,Leaving Las Vegas (1995),1995-01-01,"Drama,Romance",23,Male,librarian
5,Blade Runner (1982),1982-01-01,"Film-Noir,Sci-Fi",27,Female,other
3,"Getaway, The (1994)",1994-01-01,Action,19,Male,student
4,My Life as a Dog (Mitt liv som hund) (1985),1985-01-01,Drama,29,Male,doctor
3,Dante's Peak (1997),1997-02-07,"Action,Thriller",32,Male,writer
3,My Best Friend's Wedding (1997),1997-06-20,"Comedy,Romance",27,Male,student
4,Live Nude Girls (1995),1996-03-01,Comedy,45,Female,educator
3,Cape Fear (1962),1962-01-01,"Film-Noir,Thriller",35,Female,educator
4,Mercury Rising (1998),1998-03-27,"Action,Drama,Thriller",20,Female,student
1,"Three Musketeers, The (1993)",1993-01-01,"Action,Adventure,Comedy",22,Female,healthcare
5,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",28,Male,engineer
1,City of Industry (1997),1997-03-14,"Crime,Thriller",27,Male,artist
3,French Twist (Gazon maudit) (1995),1995-01-01,"Comedy,Romance",23,Male,programmer
4,"Silence of the Lambs, The (1991)",1991-01-01,"Drama,Thriller",19,Male,student
3,"Hour of the Pig, The (1993)",1993-01-01,"Drama,Mystery",25,Male,other
2,Manhattan (1979),1979-01-01,"Comedy,Drama,Romance",35,Male,administrator
4,Amadeus (1984),1984-01-01,"Drama,Mystery",40,Male,other
5,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",43,Female,writer
4,Dream With the Fishes (1997),1997-06-20,Drama,39,Male,educator
4,"Fifth Element, The (1997)",1997-05-09,"Action,Sci-Fi",33,Male,entertainment
3,French Kiss (1995),1995-01-01,"Comedy,Romance",35,Female,other
2,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",25,Female,other
1,Akira (1988),1988-01-01,"Adventure,Animation,Sci-Fi,Thriller",52,Male,educator
4,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",40,Male,other
5,Searching for Bobby Fischer (1993),1993-01-01,Drama,53,Male,programmer
4,"Shawshank Redemption, The (1994)",1994-01-01,Drama,32,Male,entertainment
1,Mouse Hunt (1997),1997-01-01,"Children,Comedy",23,Male,student
4,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",22,Male,student
3,Gandhi (1982),1982-01-01,Drama,44,Male,programmer
2,"Crying Game, The (1992)",1992-01-01,"Action,Drama,Romance,War",57,Male,other
5,Dante's Peak (1997),1997-02-07,"Action,Thriller",18,Female,writer
4,E.T. the Extra-Terrestrial (1982),1982-01-01,"Children,Drama,Fantasy,Sci-Fi",27,Male,writer
3,Bottle Rocket (1996),1996-02-21,Comedy,22,Male,student
4,Angels and Insects (1995),1995-01-01,"Drama,Romance",37,Male,librarian
2,Shallow Grave (1994),1994-01-01,Thriller,22,Male,student
3,"Old Man and the Sea, The (1958)",1958-01-01,"Adventure,Drama",60,Male,retired
4,If Lucy Fell (1996),1996-03-08,"Comedy,Romance",42,Male,student
5,Gandhi (1982),1982-01-01,Drama,38,Male,engineer
2,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",49,Male,programmer
5,Aparajito (1956),1996-03-29,Drama,60,Male,educator
5,"Time to Kill, A (1996)",1996-07-13,Drama,20,Female,student
3,Tom and Huck (1995),1995-01-01,"Adventure,Children",44,Male,educator
3,Grace of My Heart (1996),1996-09-13,"Comedy,Drama",26,Male,writer
4,Welcome to the Dollhouse (1995),1996-05-24,"Comedy,Drama",23,Female,administrator
4,Happy Gilmore (1996),1996-02-16,Comedy,19,Male,student
3,Bob Roberts (1992),1992-01-01,Comedy,35,Female,other
3,Rear Window (1954),1954-01-01,"Mystery,Thriller",28,Male,educator
5,"Firm, The (1993)",1993-01-01,"Drama,Thriller",57,Male,administrator
4,Crimson Tide (1995),1995-01-01,"Drama,Thriller,War",20,Male,none
3,"Great White Hype, The (1996)",1996-05-03,Comedy,24,Male,writer
2,James and the Giant Peach (1996),1996-04-12,"Animation,Children,Musical",19,Female,student
2,Scream (1996),1996-12-20,"Horror,Thriller",34,Male,other
1,White Squall (1996),1996-01-01,"Adventure,Drama",19,Female,student
2,"Spitfire Grill, The (1996)",1996-09-06,Drama,29,Female,artist
4,Dead Man Walking (1995),1995-01-01,Drama,38,Male,administrator
4,Crash (1996),1997-03-21,"Drama,Thriller",52,Male,writer
4,To Kill a Mockingbird (1962),1962-01-01,Drama,57,Male,other
2,Philadelphia (1993),1993-01-01,Drama,57,Male,other
4,Private Parts (1997),1997-03-07,"Comedy,Drama",49,Male,engineer
4,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",38,Male,engineer
1,Liar Liar (1997),1997-03-21,Comedy,38,Female,administrator
3,"Paper, The (1994)",1994-01-01,"Comedy,Drama",29,Male,engineer
4,"Princess Bride, The (1987)",1987-01-01,"Action,Adventure,Comedy,Romance",60,Male,educator
3,Boys on the Side (1995),1995-01-01,"Comedy,Drama",29,Male,programmer
4,Pulp Fiction (1994),1994-01-01,"Crime,Drama",35,Female,educator
5,"Killing Fields, The (1984)",1984-01-01,"Drama,War",22,Male,engineer
5,Blade Runner (1982),1982-01-01,"Film-Noir,Sci-Fi",40,Male,programmer
3,GoodFellas (1990),1990-01-01,"Crime,Drama",50,Female,writer
5,Eraser (1996),1996-06-21,"Action,Thriller",20,Male,student
4,SubUrbia (1997),1997-02-07,Comedy,36,Male,writer
5,Rumble in the Bronx (1995),1996-02-23,"Action,Adventure,Crime",33,Male,executive
3,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",26,Female,librarian
5,Lost Highway (1997),1997-02-21,Mystery,21,Male,writer
3,"American in Paris, An (1951)",1951-01-01,"Musical,Romance",51,Male,engineer
3,Bob Roberts (1992),1992-01-01,Comedy,52,Male,writer
2,Airheads (1994),1994-01-01,Comedy,35,Female,educator
4,Star Trek IV: The Voyage Home (1986),1986-01-01,"Action,Adventure,Sci-Fi",46,Male,programmer
5,Star Trek V: The Final Frontier (1989),1989-01-01,"Action,Adventure,Sci-Fi",43,Male,librarian
2,Broken Arrow (1996),1996-02-09,"Action,Thriller",22,Male,other
2,"Long Kiss Goodnight, The (1996)",1996-10-05,"Action,Thriller",21,Male,writer
4,"Magnificent Seven, The (1954)",1954-01-01,"Action,Drama,Western",32,Male,librarian
4,GoodFellas (1990),1990-01-01,"Crime,Drama",35,Male,student
3,Happy Gilmore (1996),1996-02-16,Comedy,21,Male,student
3,In the Mouth of Madness (1995),1995-01-01,"Horror,Thriller",32,Male,entertainment
3,Air Force One (1997),1997-01-01,"Action,Thriller",49,Female,librarian
4,Get Shorty (1995),1995-01-01,"Action,Comedy,Drama",24,Female,other
3,Dead Poets Society (1989),1989-01-01,Drama,25,Female,other
4,Miracle on 34th Street (1994),1994-01-01,Drama,38,Female,administrator
3,Star Trek: The Motion Picture (1979),1979-01-01,"Action,Adventure,Sci-Fi",32,Male,entertainment
5,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",35,Female,other
1,Beverly Hills Ninja (1997),1997-01-17,"Action,Comedy",33,Female,other
3,"Mask, The (1994)",1994-01-01,"Comedy,Crime,Fantasy",51,Male,executive
4,Down by Law (1986),1986-01-01,"Comedy,Drama",26,Female,librarian
1,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,22,Female,administrator
5,"Spitfire Grill, The (1996)",1996-09-06,Drama,48,Male,administrator
5,"Piano, The (1993)",1993-01-01,"Drama,Romance",27,Male,writer
4,William Shakespeare's Romeo and Juliet (1996),1996-10-25,"Drama,Romance",27,Female,other
4,"Hunt for Red October, The (1990)",1990-01-01,"Action,Thriller",25,Male,student
3,Wishmaster (1997),1997-01-01,Horror,55,Male,other
5,Air Force One (1997),1997-01-01,"Action,Thriller",28,Male,student
3,Cinderella (1950),1950-01-01,"Animation,Children,Musical",41,Male,marketing
2,Last Man Standing (1996),1996-09-20,"Action,Drama,Western",41,Male,marketing
4,Star Trek: The Wrath of Khan (1982),1982-01-01,"Action,Adventure,Sci-Fi",48,Male,technician
3,Fools Rush In (1997),1997-02-14,"Comedy,Romance",65,Male,retired
3,"Next Karate Kid, The (1994)",1994-01-01,"Action,Children",40,Female,writer
2,"Cable Guy, The (1996)",1996-06-14,Comedy,27,Male,student
2,"Lost World: Jurassic Park, The (1997)",1997-05-23,"Action,Adventure,Sci-Fi,Thriller",18,Male,student
2,Return of the Jedi (1983),1997-03-14,"Action,Adventure,Romance,Sci-Fi,War",33,Male,scientist
4,Young Frankenstein (1974),1974-01-01,"Comedy,Horror",24,Female,other
3,"Associate, The (1996)",1996-10-19,Comedy,62,Male,healthcare
2,"Ghost and Mrs. Muir, The (1947)",1947-01-01,"Drama,Romance",49,Male,educator
1,Michael Collins (1996),1996-10-11,"Drama,War",31,Female,educator
5,Contact (1997),1997-07-11,"Drama,Sci-Fi",35,Male,salesman
1,Hot Shots! Part Deux (1993),1993-01-01,"Action,Comedy,War",23,Female,student
3,Amistad (1997),1997-12-18,Drama,45,Male,scientist
5,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",42,Male,engineer
4,"Ice Storm, The (1997)",1997-01-01,Drama,30,Male,librarian
4,Top Gun (1986),1986-01-01,"Action,Romance",30,Male,administrator
5,My Best Friend's Wedding (1997),1997-06-20,"Comedy,Romance",26,Male,student
5,"Boys of St. Vincent, The (1993)",1993-01-01,Drama,35,Female,educator
4,Under Siege (1992),1992-01-01,Action,35,Female,none
4,Space Jam (1996),1996-11-15,"Adventure,Animation,Children,Comedy,Fantasy",26,Male,executive
4,Ed Wood (1994),1994-01-01,"Comedy,Drama",27,Male,student
5,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,52,Male,educator
3,Vegas Vacation (1997),1997-02-14,Comedy,48,Male,other
2,"Saint, The (1997)",1997-03-14,"Action,Romance,Thriller",22,Male,student
3,Twister (1996),1996-05-10,"Action,Adventure,Thriller",48,Female,administrator
4,Star Trek: Generations (1994),1994-01-01,"Action,Adventure,Sci-Fi",33,Female,salesman
5,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",33,Male,librarian
5,Reservoir Dogs (1992),1992-01-01,"Crime,Thriller",18,Male,student
4,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",39,Male,engineer
3,Blade Runner (1982),1982-01-01,"Film-Noir,Sci-Fi",19,Male,student
5,Raging Bull (1980),1980-01-01,Drama,36,Male,writer
2,Escape to Witch Mountain (1975),1975-01-01,"Adventure,Children,Fantasy",24,Male,engineer
3,"Hunt for Red October, The (1990)",1990-01-01,"Action,Thriller",44,Male,educator
1,Candyman (1992),1992-01-01,Horror,24,Male,engineer
4,April Fool's Day (1986),1986-01-01,"Comedy,Horror",20,Male,student
3,"Secret of Roan Inish, The (1994)",1994-01-01,Adventure,27,Male,programmer
3,"American in Paris, An (1951)",1951-01-01,"Musical,Romance",36,Male,engineer
3,Indiana Jones and the Last Crusade (1989),1989-01-01,"Action,Adventure",39,Male,marketing
5,Go Fish (1994),1994-01-01,"Drama,Romance",22,Female,administrator
4,When Harry Met Sally... (1989),1989-01-01,"Comedy,Romance",25,Male,writer
3,Operation Dumbo Drop (1995),1995-01-01,"Action,Adventure,Comedy,War",24,Female,other
4,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",35,Female,none
4,Apollo 13 (1995),1995-01-01,"Action,Drama,Thriller",40,Female,writer
5,Braveheart (1995),1996-02-16,"Action,Drama,War",22,Male,student
1,Natural Born Killers (1994),1994-01-01,"Action,Thriller",29,Male,engineer
2,Unhook the Stars (1996),1996-10-30,Drama,39,Male,educator
4,"Saint, The (1997)",1997-03-14,"Action,Romance,Thriller",27,Female,other
3,Weekend at Bernie's (1989),1989-01-01,Comedy,35,Female,educator
3,"Devil's Advocate, The (1997)",1997-01-01,"Crime,Horror,Mystery,Thriller",44,Female,educator
3,Swimming with Sharks (1995),1995-01-01,"Comedy,Drama",27,Male,writer
4,"Magnificent Seven, The (1954)",1954-01-01,"Action,Drama,Western",21,Male,entertainment
4,"Secret Garden, The (1993)",1993-01-01,"Children,Drama",48,Male,administrator
2,In the Name of the Father (1993),1993-01-01,Drama,29,Female,librarian
4,Speed (1994),1994-01-01,"Action,Romance,Thriller",57,Male,other
4,"Day the Earth Stood Still, The (1951)",1951-01-01,"Drama,Sci-Fi",26,Male,technician
2,Sleepers (1996),1996-10-18,"Crime,Drama",20,Male,programmer
5,Harold and Maude (1971),1971-01-01,Comedy,33,Female,salesman
5,Titanic (1997),1997-01-01,"Action,Drama,Romance",50,Female,writer
1,Congo (1995),1995-01-01,"Action,Adventure,Mystery,Sci-Fi",33,Male,entertainment
3,Crash (1996),1997-03-21,"Drama,Thriller",19,Male,student
4,Unforgiven (1992),1992-01-01,Western,35,Female,educator
1,Dumb & Dumber (1994),1994-01-01,Comedy,30,Female,artist
5,Stargate (1994),1994-01-01,"Action,Adventure,Sci-Fi",33,Male,none
3,Cape Fear (1991),1991-01-01,Thriller,24,Female,marketing
2,"Quick and the Dead, The (1995)",1995-01-01,"Action,Adventure,Western",20,Male,student
4,"MatchMaker, The (1997)",1997-01-01,"Comedy,Romance",53,Male,engineer
3,True Romance (1993),1993-01-01,"Action,Crime,Romance",47,Male,educator
5,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,43,Male,engineer
2,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",28,Male,administrator
3,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",57,Male,administrator
5,Contact (1997),1997-07-11,"Drama,Sci-Fi",60,Male,writer
5,Dante's Peak (1997),1997-02-07,"Action,Thriller",24,Female,student
1,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",24,Male,engineer
4,Like Water For Chocolate (Como agua para chocolate) (1992),1992-01-01,"Drama,Romance",23,Male,student
3,"Sting, The (1973)",1973-01-01,"Comedy,Crime",49,Male,educator
4,Glory (1989),1989-01-01,"Action,Drama,War",32,Male,technician
4,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",26,Male,student
5,To Kill a Mockingbird (1962),1962-01-01,Drama,28,Female,student
5,Monty Python and the Holy Grail (1974),1974-01-01,Comedy,20,Male,student
4,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",29,Female,educator
3,Beauty and the Beast (1991),1991-01-01,"Animation,Children,Musical",28,Female,librarian
4,Murder at 1600 (1997),1997-04-18,"Mystery,Thriller",20,Male,student
5,"Right Stuff, The (1983)",1983-01-01,Drama,35,Female,educator
5,Jackie Chan's First Strike (1996),1997-01-10,Action,20,Male,student
3,Notorious (1946),1946-01-01,"Film-Noir,Romance,Thriller",26,Male,writer
4,Pretty Woman (1990),1990-01-01,"Comedy,Romance",43,Male,engineer
2,"Sound of Music, The (1965)",1965-01-01,Musical,36,Male,executive
3,Old Yeller (1957),1957-01-01,"Children,Drama",38,Male,engineer
1,Wolf (1994),1994-01-01,"Drama,Horror",22,Female,healthcare
3,Hard Target (1993),1993-01-01,"Action,Adventure,Crime,Thriller",19,Male,student
3,Rumble in the Bronx (1995),1996-02-23,"Action,Adventure,Crime",39,Female,other
3,Breakfast at Tiffany's (1961),1961-01-01,"Drama,Romance",44,Female,writer
3,"Christmas Carol, A (1938)",1938-01-01,Drama,25,Male,other
2,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,27,Male,student
3,Passion Fish (1992),1992-01-01,Drama,40,Female,writer
5,Annie Hall (1977),1977-01-01,"Comedy,Romance",48,Male,administrator
4,Passion Fish (1992),1992-01-01,Drama,20,Female,student
5,Seven (Se7en) (1995),1995-01-01,"Crime,Thriller",51,Male,executive
5,Hercules (1997),1997-06-27,"Adventure,Animation,Children,Comedy,Musical",20,Female,student
4,"Wild Bunch, The (1969)",1969-01-01,Western,51,Male,administrator
3,Until the End of the World (Bis ans Ende der Welt) (1991),1991-01-01,"Drama,Sci-Fi",31,Female,librarian
2,"Firm, The (1993)",1993-01-01,"Drama,Thriller",19,Male,student
4,Stand by Me (1986),1986-01-01,"Adventure,Comedy,Drama",20,Male,student
3,Breakfast at Tiffany's (1961),1961-01-01,"Drama,Romance",60,Male,retired
3,Once Upon a Time in America (1984),1984-01-01,"Crime,Drama,Thriller",51,Male,administrator
2,Jaws 2 (1978),1978-01-01,"Action,Horror",29,Male,other
4,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,"Sci-Fi,War",19,Male,student
1,Billy Madison (1995),1995-01-01,Comedy,22,Female,healthcare
3,Four Weddings and a Funeral (1994),1994-01-01,"Comedy,Romance",22,Female,healthcare
5,"Silence of the Lambs, The (1991)",1991-01-01,"Drama,Thriller",38,Male,scientist
4,Circle of Friends (1995),1995-01-01,"Drama,Romance",43,Male,librarian
3,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",24,Male,technician
5,Home Alone (1990),1990-01-01,"Children,Comedy",31,Male,administrator
2,Evita (1996),1996-12-25,"Drama,Musical",24,Male,student
1,Cops and Robbersons (1994),1994-01-01,Comedy,22,Female,healthcare
2,Sgt. Bilko (1996),1996-03-29,Comedy,20,Male,student
4,Pollyanna (1960),1960-01-01,"Children,Comedy,Drama",60,Male,retired
1,"American President, The (1995)",1995-01-01,"Comedy,Drama,Romance",23,Female,student
3,Star Trek IV: The Voyage Home (1986),1986-01-01,"Action,Adventure,Sci-Fi",41,Male,administrator
4,"Cry, the Beloved Country (1995)",1995-01-01,Drama,30,Female,librarian
